School,G,Overall.W,Overall.L,W-L%,SRS,SOS,Conf.W,Conf.L,Home.W,Home.L,Away.W,Away.L,TP,OP,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,DRB,ORB,TRB,AST,STL,BLK,TOV,PF,Pace,ORtg,FTr,3PAr,TS%,TRB%,AST%,STL%,BLK%,eFG%,TOV%,ORB%,FT/FGA,SEED,POSTSEASON
Milwaukee,31,12,19,0.387,-7.22,-3.91,7,11,7,8,4,9,71.48387096774194,72.64516129032258,1265,25.419354838709676,61.54838709677419,0.413,7.774193548387097,24.322580645161292,0.32,12.870967741935484,18.161290322580644,0.709,24.580645161290324,11.387096774193548,35.96774193548387,12.483870967741936,5.870967741935484,3.064516129032258,13.451612903225806,21.548387096774192,70.6,99.2,0.295,0.395,0.509,49.1,49.1,8.1,8.5,0.476,16.1,29.5,0.209,,
Minnesota,31,15,16,0.484,16.39,11.55,8,12,11,5,2,10,71.12903225806451,66.29032258064517,1250,25.677419354838708,60.354838709677416,0.425,8.290322580645162,24.580645161290324,0.337,11.483870967741936,16.612903225806452,0.691,27.64516129032258,11.612903225806452,39.25806451612903,15.03225806451613,4.741935483870968,4.645161290322581,11.32258064516129,16.612903225806452,67.3,104.9,0.275,0.407,0.521,52.1,58.5,7.0,11.3,0.494,14.2,31.3,0.19,,
Mississippi,32,15,17,0.469,7.37,6.9,6,12,12,5,1,10,69.0,68.53125,1290,24.03125,55.625,0.432,6.0,18.75,0.32,14.9375,20.46875,0.73,24.75,9.0,33.75,12.90625,7.15625,2.84375,13.125,19.40625,68.8,99.5,0.368,0.337,0.528,49.2,53.7,10.3,8.0,0.486,16.7,26.2,0.269,,
Mississippi State,31,20,11,0.645,12.21,6.96,11,7,14,2,4,7,73.38709677419355,68.12903225806451,1240,25.870967741935484,55.25806451612903,0.468,5.193548387096774,15.451612903225806,0.336,16.451612903225808,21.806451612903224,0.754,25.451612903225808,11.96774193548387,37.41935483870968,13.387096774193548,5.612903225806452,5.096774193548387,13.903225806451612,17.483870967741936,67.3,109.0,0.395,0.28,0.559,55.1,51.7,8.3,14.0,0.515,17.5,37.0,0.298,,
Mississippi Valley State,30,3,27,0.1,-29.08,-7.68,3,15,1,8,2,19,68.26666666666667,89.66666666666667,1205,25.0,67.73333333333333,0.369,8.2,27.9,0.294,10.066666666666666,15.533333333333333,0.648,24.533333333333335,10.433333333333334,34.96666666666667,10.433333333333334,7.266666666666667,2.9,14.433333333333334,19.533333333333335,78.9,86.1,0.229,0.412,0.454,42.2,41.7,9.2,6.6,0.43,16.1,23.4,0.149,,
Missouri,31,15,16,0.484,8.51,6.54,7,11,12,4,2,10,67.12903225806451,65.16129032258064,1250,22.580645161290324,55.064516129032256,0.41,6.612903225806452,22.258064516129032,0.297,15.35483870967742,19.677419354838708,0.78,24.322580645161292,10.870967741935484,35.193548387096776,11.35483870967742,6.741935483870968,3.193548387096774,14.096774193548388,21.161290322580644,67.1,99.3,0.357,0.404,0.521,51.5,50.3,10.0,10.0,0.47,18.0,31.4,0.279,,
Missouri State,33,16,17,0.485,3.5,0.71,9,9,11,4,3,10,70.60606060606061,67.81818181818181,1325,25.545454545454547,58.27272727272727,0.438,6.96969696969697,19.696969696969695,0.354,12.545454545454545,16.757575757575758,0.749,26.272727272727273,10.878787878787879,37.15151515151515,11.848484848484848,6.393939393939394,2.606060606060606,13.575757575757576,18.151515151515152,68.6,102.6,0.288,0.338,0.533,54.6,46.4,9.3,7.7,0.498,17.0,31.9,0.215,,
Monmouth,31,18,13,0.581,-4.51,-5.19,12,8,11,2,6,10,71.25806451612904,70.58064516129032,1245,24.35483870967742,59.41935483870968,0.41,7.32258064516129,21.93548387096774,0.334,15.225806451612904,21.129032258064516,0.721,24.419354838709676,9.709677419354838,34.12903225806452,12.870967741935484,8.0,2.774193548387097,12.806451612903226,20.032258064516128,72.1,98.5,0.356,0.369,0.513,47.1,52.8,11.1,8.5,0.471,15.6,25.5,0.256,,
Montana,31,18,13,0.581,0.59,-1.52,14,6,12,3,6,10,70.80645161290323,68.45161290322581,1255,27.129032258064516,57.32258064516129,0.473,5.612903225806452,15.67741935483871,0.358,10.935483870967742,15.129032258064516,0.723,25.0,6.290322580645161,31.29032258064516,12.483870967741936,6.290322580645161,3.2580645161290325,11.935483870967742,20.258064516129032,69.4,100.8,0.264,0.273,0.549,48.0,46.0,9.0,9.0,0.522,15.6,19.6,0.191,,
Montana State,31,16,15,0.516,-5.01,-2.29,10,10,9,5,5,10,66.64516129032258,66.96774193548387,1240,23.258064516129032,52.32258064516129,0.445,5.645161290322581,17.161290322580644,0.329,14.483870967741936,19.548387096774192,0.741,27.451612903225808,7.258064516129032,34.70967741935484,11.32258064516129,5.483870967741935,2.3225806451612905,13.96774193548387,17.516129032258064,68.2,97.8,0.374,0.328,0.541,50.9,48.7,8.0,6.8,0.498,18.5,22.9,0.277,,
Morehead State,32,13,19,0.406,-10.96,-6.42,7,11,11,4,2,14,69.0,70.0,1295,25.8125,59.4375,0.434,5.75,19.96875,0.288,11.625,18.21875,0.638,26.40625,10.6875,37.09375,13.4375,5.9375,4.40625,12.5,16.0,69.1,98.7,0.307,0.336,0.507,50.4,52.1,8.5,11.8,0.483,15.5,29.0,0.196,,
Morgan State,31,15,16,0.484,-12.82,-9.18,9,7,8,6,7,7,70.38709677419355,70.87096774193549,1255,24.70967741935484,58.29032258064516,0.424,5.096774193548387,18.161290322580644,0.281,15.870967741935484,22.870967741935484,0.694,26.322580645161292,13.096774193548388,39.41935483870968,11.774193548387096,5.645161290322581,4.258064516129032,16.483870967741936,22.516129032258064,71.4,97.4,0.392,0.312,0.509,53.0,47.7,7.8,12.6,0.468,19.2,35.1,0.272,,
Mount St. Mary's,32,11,21,0.344,-9.56,-6.47,7,11,8,6,3,15,64.15625,66.625,1295,22.34375,55.375,0.403,6.53125,21.1875,0.308,12.9375,18.65625,0.693,24.25,10.75,35.0,11.15625,4.9375,3.28125,11.71875,16.5625,64.5,98.3,0.337,0.383,0.499,50.0,49.9,7.6,9.3,0.462,15.4,29.6,0.234,,
Murray State,32,23,9,0.719,1.99,-6.08,15,3,15,0,6,6,75.40625,64.6875,1290,26.625,55.90625,0.476,6.5625,17.78125,0.369,15.59375,22.0,0.709,28.46875,9.5625,38.03125,14.40625,5.65625,3.90625,13.75,17.65625,69.7,107.4,0.394,0.318,0.568,54.5,54.1,8.1,10.7,0.535,17.2,29.5,0.279,,
Navy,30,14,16,0.467,-7.36,-5.74,8,10,10,5,4,11,63.6,64.13333333333334,1220,22.433333333333334,54.9,0.409,6.466666666666667,21.466666666666665,0.301,12.266666666666667,17.733333333333334,0.692,24.166666666666668,11.9,36.06666666666667,11.1,5.033333333333333,1.7,12.0,15.866666666666667,62.6,99.9,0.323,0.391,0.502,53.3,49.5,7.9,5.4,0.468,15.9,33.6,0.223,,
NC State,32,20,12,0.625,12.05,7.14,10,10,14,4,5,7,74.625,69.71875,1285,27.65625,61.1875,0.452,6.9375,21.78125,0.319,12.375,17.4375,0.71,25.28125,10.40625,35.6875,13.5625,7.65625,4.53125,11.96875,18.125,70.6,105.3,0.285,0.356,0.537,49.0,49.0,10.8,11.6,0.509,14.7,28.8,0.202,,
Nebraska,32,7,25,0.219,2.41,10.66,2,18,5,11,0,12,69.84375,78.09375,1305,25.46875,62.84375,0.405,7.90625,24.875,0.318,11.0,18.25,0.603,26.28125,9.15625,35.4375,13.8125,6.96875,2.46875,11.875,15.15625,72.8,94.1,0.29,0.396,0.488,44.0,54.2,9.4,6.1,0.468,14.2,22.1,0.175,,
Nevada,31,19,12,0.613,8.91,4.14,12,6,12,3,4,7,77.12903225806451,72.35483870967742,1245,27.096774193548388,60.61290322580645,0.447,9.96774193548387,26.0,0.383,12.903225806451612,17.129032258064516,0.753,29.548387096774192,8.774193548387096,38.32258064516129,14.903225806451612,5.129032258064516,3.5161290322580645,12.0,19.612903225806452,71.7,107.2,0.283,0.429,0.561,51.8,55.0,7.1,10.5,0.529,14.9,25.2,0.213,,
Nevada-Las Vegas,32,17,15,0.531,6.79,4.76,12,6,12,6,5,7,72.09375,70.0625,1315,25.375,58.625,0.433,7.53125,23.59375,0.319,13.8125,19.96875,0.692,26.84375,12.375,39.21875,12.625,6.21875,2.75,13.34375,20.53125,67.2,104.4,0.341,0.402,0.529,54.7,49.8,9.0,8.8,0.497,16.4,34.0,0.236,,
New Hampshire,30,15,15,0.5,-7.6,-6.28,8,8,10,3,5,12,69.03333333333333,66.33333333333333,1215,25.0,61.266666666666666,0.408,8.5,25.633333333333333,0.332,10.533333333333333,15.666666666666666,0.672,29.766666666666666,11.433333333333334,41.2,13.233333333333333,4.8,2.1333333333333333,13.0,18.266666666666666,69.7,97.9,0.256,0.418,0.502,54.0,52.9,6.8,6.1,0.477,15.9,29.4,0.172,,
New Mexico,33,19,14,0.576,3.47,2.63,7,11,15,3,2,9,76.6969696969697,75.24242424242425,1320,27.03030303030303,57.96969696969697,0.466,6.96969696969697,21.333333333333332,0.327,15.666666666666666,21.757575757575758,0.72,25.666666666666668,9.454545454545455,35.121212121212125,14.969696969696969,8.090909090909092,2.878787878787879,14.393939393939394,15.575757575757576,73.0,105.1,0.375,0.368,0.561,49.5,55.4,11.1,8.1,0.526,17.4,27.6,0.27,,
New Mexico State,31,25,6,0.806,4.11,-4.24,16,0,13,1,9,3,71.41935483870968,59.74193548387097,1245,24.967741935483872,54.83870967741935,0.455,9.129032258064516,25.741935483870968,0.355,12.35483870967742,17.225806451612904,0.717,24.129032258064516,11.064516129032258,35.193548387096776,14.419354838709678,6.161290322580645,1.7741935483870968,13.096774193548388,15.838709677419354,64.6,110.0,0.314,0.469,0.567,56.4,57.8,9.5,5.7,0.539,17.2,34.8,0.225,,
New Orleans,30,9,21,0.3,-14.08,-4.73,5,15,6,8,3,13,75.4,77.43333333333334,1200,26.666666666666668,57.7,0.462,5.166666666666667,15.3,0.338,16.9,22.7,0.744,21.566666666666666,9.5,31.066666666666666,14.866666666666667,7.733333333333333,2.066666666666667,13.933333333333334,19.233333333333334,72.8,103.6,0.393,0.265,0.551,47.7,55.8,10.6,5.5,0.507,16.9,28.6,0.293,,
Niagara,32,12,20,0.375,-11.02,-4.33,9,11,9,3,2,17,65.6875,72.375,1290,23.9375,55.78125,0.429,7.59375,20.40625,0.372,10.21875,13.59375,0.752,21.65625,5.9375,27.59375,11.90625,6.9375,2.21875,10.5625,15.90625,66.5,97.9,0.244,0.366,0.528,41.1,49.7,10.3,6.5,0.497,14.5,17.7,0.183,,
Nicholls State,31,21,10,0.677,-3.87,-6.02,15,5,13,1,7,8,77.03225806451613,69.16129032258064,1250,28.419354838709676,64.03225806451613,0.444,8.03225806451613,23.838709677419356,0.337,12.161290322580646,16.258064516129032,0.748,23.419354838709676,11.32258064516129,34.74193548387097,13.161290322580646,9.96774193548387,3.7096774193548385,13.516129032258064,19.193548387096776,73.0,104.6,0.254,0.372,0.537,48.9,46.3,13.5,10.1,0.507,15.9,30.8,0.19,,
NJIT,30,9,21,0.3,-10.14,-4.83,6,10,5,7,4,14,63.46666666666667,67.66666666666667,1200,22.933333333333334,56.96666666666667,0.403,5.733333333333333,18.966666666666665,0.302,11.866666666666667,17.433333333333334,0.681,24.0,9.133333333333333,33.13333333333333,10.6,5.666666666666667,2.966666666666667,10.9,16.866666666666667,67.0,94.8,0.306,0.333,0.486,48.0,46.2,8.5,8.4,0.453,14.3,25.1,0.208,,
Norfolk State,31,16,15,0.516,-7.76,-9.39,12,4,11,2,4,12,70.51612903225806,64.90322580645162,1245,24.322580645161292,58.70967741935484,0.414,7.838709677419355,24.258064516129032,0.323,14.03225806451613,19.70967741935484,0.712,25.64516129032258,11.483870967741936,37.12903225806452,13.096774193548388,7.870967741935484,2.3548387096774195,14.064516129032258,19.516129032258064,70.3,99.9,0.336,0.413,0.518,51.2,53.8,11.1,7.4,0.481,17.1,31.1,0.239,,
North Alabama,30,13,17,0.433,-9.0,-5.82,8,8,9,4,4,13,68.73333333333333,69.73333333333333,1205,23.633333333333333,55.53333333333333,0.426,6.933333333333334,20.4,0.34,14.533333333333333,21.1,0.689,25.766666666666666,10.033333333333333,35.8,11.033333333333333,6.5,2.3666666666666667,14.8,19.666666666666668,70.0,97.8,0.38,0.367,0.524,51.0,46.7,9.2,6.5,0.488,18.4,28.5,0.262,,
North Carolina,33,14,19,0.424,9.45,10.05,6,14,7,8,3,9,72.21212121212122,72.81818181818181,1340,26.21212121212121,62.36363636363637,0.42,5.484848484848484,18.03030303030303,0.304,14.242424242424242,20.87878787878788,0.682,28.09090909090909,13.787878787878787,41.878787878787875,14.303030303030303,5.545454545454546,3.515151515151515,12.909090909090908,16.666666666666668,70.4,101.1,0.335,0.289,0.5,55.0,54.6,7.8,9.9,0.464,15.2,35.3,0.228,,
North Carolina A&T,32,17,15,0.531,-9.66,-7.86,12,4,11,1,4,12,72.21875,72.03125,1290,25.8125,60.0,0.43,5.65625,19.125,0.296,14.9375,24.53125,0.609,27.25,11.375,38.625,14.71875,8.125,3.65625,15.3125,20.875,75.2,95.2,0.409,0.319,0.504,49.2,57.0,10.7,10.0,0.477,17.6,28.8,0.249,,
North Carolina Central,31,18,13,0.581,-10.04,-8.86,13,3,12,0,5,13,69.74193548387096,65.96774193548387,1260,25.70967741935484,55.935483870967744,0.46,5.870967741935484,19.516129032258064,0.301,12.451612903225806,19.06451612903226,0.653,24.612903225806452,9.709677419354838,34.32258064516129,13.548387096774194,8.387096774193548,3.0,15.225806451612904,18.967741935483872,69.6,98.6,0.341,0.349,0.537,49.4,52.7,11.9,8.7,0.512,19.0,29.0,0.223,,
North Dakota,33,15,18,0.455,-6.24,-1.38,7,9,8,3,4,13,74.84848484848484,74.75757575757575,1330,25.90909090909091,56.78787878787879,0.456,7.848484848484849,23.09090909090909,0.34,15.181818181818182,19.939393939393938,0.761,26.90909090909091,8.606060606060606,35.515151515151516,12.848484848484848,4.545454545454546,2.272727272727273,13.303030303030303,17.484848484848484,70.5,105.4,0.351,0.407,0.565,51.9,49.6,6.4,5.5,0.525,16.7,26.0,0.267,,
North Dakota State,33,25,8,0.758,2.19,-3.94,13,3,13,1,8,6,74.75757575757575,66.15151515151516,1325,25.363636363636363,56.90909090909091,0.446,9.181818181818182,25.818181818181817,0.356,14.848484848484848,18.606060606060606,0.798,27.848484848484848,7.696969696969697,35.54545454545455,11.909090909090908,4.636363636363637,2.272727272727273,10.0,15.515151515151516,67.8,109.8,0.327,0.454,0.569,52.6,47.0,6.8,5.8,0.526,13.2,23.1,0.261,,
North Florida,33,21,12,0.636,-0.57,-3.25,13,3,13,2,7,9,78.27272727272727,73.21212121212122,1320,26.939393939393938,59.84848484848485,0.45,11.848484848484848,31.242424242424242,0.379,12.545454545454545,16.454545454545453,0.762,24.575757575757574,9.909090909090908,34.484848484848484,15.666666666666666,4.96969696969697,3.787878787878788,11.818181818181818,16.060606060606062,69.6,112.5,0.275,0.522,0.578,48.8,58.2,7.1,8.2,0.549,14.9,28.4,0.21,,
North Texas,31,20,11,0.645,7.32,1.66,14,4,13,3,7,6,71.06451612903226,63.29032258064516,1245,25.35483870967742,52.483870967741936,0.483,8.161290322580646,21.516129032258064,0.379,12.193548387096774,16.225806451612904,0.751,23.612903225806452,8.580645161290322,32.193548387096776,12.580645161290322,6.290322580645161,2.838709677419355,13.580645161290322,17.096774193548388,64.9,109.0,0.309,0.41,0.59,52.4,49.6,9.6,8.7,0.561,18.4,29.7,0.232,,
Northeastern,33,17,16,0.515,1.45,-3.28,9,9,7,6,7,7,71.12121212121212,66.39393939393939,1325,25.939393939393938,54.78787878787879,0.473,8.151515151515152,22.0,0.371,11.090909090909092,14.030303030303031,0.79,23.606060606060606,7.2727272727272725,30.87878787878788,13.303030303030303,7.606060606060606,1.7272727272727273,11.848484848484848,16.757575757575758,65.8,107.7,0.256,0.402,0.579,50.6,51.3,11.5,5.3,0.548,16.2,24.4,0.202,,
Northern Arizona,30,16,14,0.533,-4.65,-2.4,10,10,9,5,6,8,70.93333333333334,69.36666666666666,1205,25.666666666666668,57.63333333333333,0.445,7.2,20.0,0.36,12.4,17.7,0.701,24.533333333333335,9.5,34.03333333333333,13.2,6.5,2.066666666666667,11.533333333333333,16.0,67.7,104.4,0.307,0.347,0.537,50.7,51.4,9.6,5.9,0.508,14.9,27.5,0.215,,
Northern Colorado,31,22,9,0.71,5.72,-2.8,15,5,11,3,9,5,74.29032258064517,62.74193548387097,1250,27.0,57.74193548387097,0.468,10.225806451612904,26.64516129032258,0.384,10.064516129032258,15.096774193548388,0.667,25.612903225806452,8.419354838709678,34.03225806451613,13.419354838709678,5.064516129032258,2.3548387096774195,10.129032258064516,15.225806451612904,65.9,111.8,0.261,0.461,0.572,51.4,49.7,7.6,5.5,0.556,13.5,25.4,0.174,,
Northern Illinois,31,18,13,0.581,-1.33,-2.16,11,7,11,4,7,9,66.80645161290323,64.45161290322581,1245,24.225806451612904,58.516129032258064,0.414,7.290322580645161,21.322580645161292,0.342,11.064516129032258,16.419354838709676,0.674,26.903225806451612,11.64516129032258,38.54838709677419,10.03225806451613,5.612903225806452,2.7419354838709675,11.806451612903226,17.677419354838708,66.2,100.4,0.281,0.364,0.504,52.9,41.4,8.4,8.8,0.476,15.1,31.2,0.189,,
Northern Iowa,31,25,6,0.806,9.83,1.45,14,4,16,0,8,4,75.16129032258064,64.70967741935483,1255,27.225806451612904,57.29032258064516,0.475,9.258064516129032,23.774193548387096,0.389,11.451612903225806,15.096774193548388,0.759,28.06451612903226,9.483870967741936,37.54838709677419,12.225806451612904,4.612903225806452,2.2903225806451615,12.0,14.290322580645162,65.9,112.8,0.264,0.415,0.583,55.2,44.9,6.9,6.4,0.556,15.7,29.8,0.2,,
Northern Kentucky,32,23,9,0.719,0.28,-4.65,13,5,11,4,10,5,72.40625,65.28125,1290,25.3125,58.5,0.433,8.09375,26.5,0.305,13.6875,19.875,0.689,25.40625,11.21875,36.625,13.59375,8.09375,2.0625,12.46875,17.9375,68.7,104.6,0.34,0.453,0.533,49.7,53.7,11.7,5.4,0.502,15.5,30.4,0.234,,
Northwestern,31,8,23,0.258,5.35,10.51,3,17,5,11,2,10,64.90322580645162,70.06451612903226,1250,23.967741935483872,57.58064516129032,0.416,6.096774193548387,19.516129032258064,0.312,10.870967741935484,14.870967741935484,0.731,26.0,7.741935483870968,33.74193548387097,13.67741935483871,3.967741935483871,3.2580645161290325,10.483870967741936,16.677419354838708,66.7,96.5,0.258,0.339,0.502,46.9,57.1,5.9,9.6,0.469,14.0,22.0,0.189,,
Northwestern State,30,15,15,0.5,-10.0,-7.07,11,9,9,5,5,10,75.5,75.66666666666667,1205,26.566666666666666,60.06666666666667,0.442,7.8,21.933333333333334,0.356,14.566666666666666,19.866666666666667,0.733,27.733333333333334,11.166666666666666,38.9,12.866666666666667,5.833333333333333,4.4,16.433333333333334,19.6,74.5,100.9,0.331,0.365,0.543,50.7,48.4,7.8,10.8,0.507,19.1,31.0,0.243,,
Notre Dame,32,20,12,0.625,11.21,5.62,10,10,15,4,4,7,74.25,68.65625,1290,26.5625,62.28125,0.426,9.6875,28.09375,0.345,11.4375,15.5625,0.735,27.71875,10.0625,37.78125,16.5,5.90625,3.6875,9.84375,12.40625,69.0,106.8,0.25,0.451,0.533,49.8,62.1,8.5,9.2,0.504,12.4,26.9,0.184,,
Oakland,33,14,19,0.424,-5.92,-3.1,8,10,8,5,4,12,67.84848484848484,69.72727272727273,1340,23.636363636363637,55.21212121212121,0.428,6.181818181818182,20.90909090909091,0.296,14.393939393939394,20.87878787878788,0.689,25.939393939393938,10.272727272727273,36.21212121212121,13.575757575757576,5.818181818181818,3.0,13.727272727272727,15.878787878787879,67.5,99.0,0.378,0.379,0.521,50.0,57.4,8.5,8.8,0.484,17.4,29.1,0.261,,
Ohio,32,17,15,0.531,0.74,0.17,8,10,12,5,4,8,71.4375,68.5,1280,25.6875,57.40625,0.447,8.5,24.40625,0.348,11.5625,16.78125,0.689,26.09375,9.34375,35.4375,14.71875,6.40625,2.28125,12.6875,16.625,68.8,103.8,0.292,0.425,0.546,51.3,57.3,9.3,6.8,0.522,16.3,27.1,0.201,,
Ohio State,31,21,10,0.677,19.37,10.24,11,9,15,2,4,7,72.06451612903226,62.935483870967744,1240,24.29032258064516,54.516129032258064,0.446,8.419354838709678,22.580645161290324,0.373,15.064516129032258,20.032258064516128,0.752,26.838709677419356,9.935483870967742,36.774193548387096,13.290322580645162,5.032258064516129,3.4516129032258065,12.709677419354838,17.129032258064516,66.8,107.9,0.367,0.414,0.563,53.8,54.7,7.5,10.2,0.523,16.6,30.7,0.276,,
Oklahoma,31,19,12,0.613,13.48,10.64,9,9,12,3,4,8,70.2258064516129,67.38709677419355,1240,24.516129032258064,58.32258064516129,0.42,7.225806451612903,22.70967741935484,0.318,13.96774193548387,18.225806451612904,0.766,28.516129032258064,8.35483870967742,36.87096774193548,11.774193548387096,6.129032258064516,4.354838709677419,11.129032258064516,13.387096774193548,69.7,100.8,0.313,0.389,0.524,49.2,48.0,8.8,11.6,0.482,14.2,23.4,0.239,,
Oklahoma State,32,18,14,0.563,12.01,10.51,7,11,10,6,5,7,67.59375,66.09375,1280,23.65625,55.71875,0.425,5.90625,18.75,0.315,14.375,19.59375,0.734,25.53125,10.125,35.65625,11.84375,6.8125,3.78125,13.3125,17.875,68.5,98.7,0.352,0.337,0.52,50.6,50.1,9.9,12.1,0.478,17.0,29.3,0.258,,
Old Dominion,32,13,19,0.406,0.02,0.06,9,9,10,4,3,11,65.5625,65.59375,1290,24.0,59.3125,0.405,5.75,19.65625,0.293,11.8125,17.0625,0.692,27.53125,11.6875,39.21875,10.625,6.78125,2.78125,12.28125,17.03125,67.5,96.4,0.288,0.331,0.486,53.6,44.3,10.0,9.3,0.453,15.4,30.8,0.199,,
Omaha,32,16,16,0.5,-5.09,-0.96,9,7,12,2,4,12,73.5,76.90625,1300,27.6875,61.65625,0.449,6.25,18.5,0.338,11.875,16.6875,0.712,26.375,9.84375,36.21875,12.28125,5.1875,3.28125,12.21875,16.625,70.7,102.3,0.271,0.3,0.528,50.1,44.4,7.2,8.9,0.5,14.9,27.2,0.193,,
Oral Roberts,31,17,14,0.548,2.16,-1.58,9,7,13,1,3,12,80.16129032258064,73.06451612903226,1250,28.967741935483872,64.64516129032258,0.448,8.161290322580646,24.451612903225808,0.334,14.064516129032258,18.774193548387096,0.749,26.161290322580644,11.741935483870968,37.903225806451616,13.096774193548388,6.354838709677419,2.5483870967741935,10.32258064516129,16.806451612903224,71.5,111.1,0.29,0.378,0.545,51.8,45.2,8.8,7.0,0.511,12.3,31.3,0.218,,
Oregon,31,24,7,0.774,18.22,9.09,13,5,17,0,5,5,75.87096774193549,66.74193548387096,1275,27.64516129032258,58.87096774193548,0.47,8.67741935483871,21.93548387096774,0.396,11.903225806451612,17.0,0.7,24.451612903225808,10.838709677419354,35.29032258064516,14.387096774193548,7.774193548387097,3.2903225806451615,11.870967741935484,17.35483870967742,66.1,111.7,0.289,0.373,0.567,51.5,52.0,11.4,9.6,0.543,15.1,32.7,0.202,,
Oregon State,31,18,13,0.581,9.7,6.15,7,11,12,4,3,8,71.19354838709677,67.64516129032258,1240,24.70967741935484,53.774193548387096,0.46,6.096774193548387,18.774193548387096,0.325,15.67741935483871,20.870967741935484,0.751,24.06451612903226,8.483870967741936,32.54838709677419,14.67741935483871,6.193548387096774,4.870967741935484,11.516129032258064,16.032258064516128,66.6,106.9,0.388,0.349,0.559,49.4,59.4,9.3,13.7,0.516,15.3,26.5,0.292,,
Pacific,33,23,10,0.697,3.81,0.19,11,5,15,3,7,5,69.6969696969697,64.48484848484848,1355,25.545454545454547,56.72727272727273,0.45,5.454545454545454,16.060606060606062,0.34,13.151515151515152,19.727272727272727,0.667,25.151515151515152,10.909090909090908,36.06060606060606,11.606060606060606,5.7272727272727275,3.909090909090909,12.121212121212121,19.181818181818183,65.9,103.1,0.348,0.283,0.527,56.3,45.4,8.5,11.8,0.498,15.5,33.5,0.232,,
Penn State,31,21,10,0.677,16.12,9.25,11,9,14,3,5,6,75.06451612903226,68.19354838709677,1240,26.838709677419356,62.29032258064516,0.431,8.03225806451613,24.677419354838708,0.325,13.35483870967742,19.29032258064516,0.692,27.483870967741936,11.225806451612904,38.70967741935484,14.290322580645162,7.516129032258065,4.838709677419355,11.225806451612904,17.516129032258064,71.4,105.1,0.31,0.396,0.525,50.8,53.2,10.5,12.1,0.495,13.6,29.3,0.214,,
Pennsylvania,27,16,11,0.593,1.07,-0.36,8,6,8,3,6,7,73.74074074074075,70.5925925925926,1085,27.444444444444443,60.18518518518518,0.456,8.88888888888889,26.814814814814813,0.331,9.962962962962964,15.0,0.664,28.185185185185187,8.074074074074074,36.25925925925926,14.925925925925926,5.888888888888889,3.3333333333333335,12.592592592592593,14.703703703703704,71.6,102.6,0.249,0.446,0.548,49.0,54.4,8.2,7.6,0.53,15.8,22.8,0.166,,
Pepperdine,32,16,16,0.5,2.82,3.6,8,8,9,5,6,7,76.28125,77.0625,1305,26.25,60.4375,0.434,7.96875,22.6875,0.351,15.8125,19.96875,0.792,24.78125,9.71875,34.5,14.84375,6.15625,3.78125,12.71875,18.1875,71.6,104.5,0.33,0.375,0.545,48.9,56.5,8.4,10.1,0.5,15.4,26.9,0.262,,
Pittsburgh,33,16,17,0.485,6.8,7.32,6,14,11,7,2,9,65.21212121212122,65.72727272727273,1325,22.87878787878788,56.57575757575758,0.404,5.303030303030303,17.939393939393938,0.296,14.151515151515152,19.848484848484848,0.713,22.21212121212121,12.0,34.21212121212121,12.242424242424242,7.818181818181818,3.4242424242424243,12.212121212121213,15.454545454545455,66.0,98.4,0.351,0.317,0.494,48.5,53.5,11.8,10.2,0.451,15.6,32.8,0.25,,
Portland,32,9,23,0.281,-6.53,1.97,1,15,7,9,2,9,66.4375,72.15625,1290,23.6875,55.28125,0.428,6.75,19.78125,0.341,12.3125,18.1875,0.677,25.03125,6.84375,31.875,13.15625,5.59375,3.5625,13.9375,17.0625,70.5,93.5,0.329,0.358,0.52,45.7,55.5,7.9,10.0,0.49,17.9,20.2,0.223,,
Portland State,32,18,14,0.563,-1.5,-2.43,12,8,11,3,6,11,78.6875,75.375,1280,28.96875,64.6875,0.448,6.5,19.5625,0.332,14.25,19.8125,0.719,22.53125,14.09375,36.625,13.5,8.65625,4.125,12.78125,18.34375,72.5,108.5,0.306,0.302,0.531,50.7,46.6,11.9,9.9,0.498,14.7,36.8,0.22,,
Prairie View,32,19,13,0.594,-6.26,-8.36,14,4,12,0,6,12,71.9375,68.3125,1290,25.40625,57.375,0.443,4.71875,15.40625,0.306,16.40625,23.15625,0.709,23.125,9.53125,32.65625,14.53125,8.65625,2.78125,14.5,22.03125,72.7,98.2,0.404,0.269,0.526,49.5,57.2,11.8,8.6,0.484,17.5,28.1,0.286,,
Presbyterian,32,10,22,0.313,-15.06,-6.93,7,11,7,6,3,14,67.34375,73.3125,1290,24.0,53.34375,0.45,6.15625,19.09375,0.322,13.1875,18.5,0.713,24.78125,8.71875,33.5,12.25,5.875,1.71875,14.4375,18.5625,67.2,99.4,0.347,0.358,0.542,50.2,51.0,8.7,5.6,0.508,18.9,26.6,0.247,,
Princeton,27,14,13,0.519,-0.75,-1.48,9,5,7,6,5,6,71.51851851851852,69.11111111111111,1085,25.74074074074074,55.592592592592595,0.463,8.703703703703704,24.40740740740741,0.357,11.333333333333334,15.444444444444445,0.734,24.14814814814815,8.037037037037036,32.18518518518518,13.444444444444445,6.407407407407407,2.185185185185185,12.592592592592593,15.703703703703704,67.2,106.0,0.278,0.439,0.568,50.9,52.2,9.5,5.6,0.541,16.7,25.5,0.204,,
